params_str,mean_test_accuracy,std_test_accuracy,mean_train_accuracy,std_train_accuracy,mean_test_mcc,std_test_mcc,mean_fit_time,mean_score_time
"{'classifier': 'RandomForestClassifier', 'classifier__max_depth': 20, 'classifier__min_samples_leaf': 1, 'classifier__min_samples_split': 5, 'classifier__n_estimators': 100, 'vectorizer': 'TfidfVectorizer', 'vectorizer__max_df': 0.5, 'vectorizer__min_df': 5, 'vectorizer__stop_words': 'None'}",0.7416739511812026,0.0011376724563367689,0.7686454481115108,0.0036727278264199322,0.47300272913233976,0.002307889840937137,2.8130229314168296,0.7315089702606201
"{'classifier': 'RandomForestClassifier', 'classifier__max_depth': 20, 'classifier__min_samples_leaf': 3, 'classifier__min_samples_split': 2, 'classifier__n_estimators': 100, 'vectorizer': 'CountVectorizer', 'vectorizer__stop_words': 'None'}",0.7389271579301601,0.0037512402017038033,0.7532182913285551,0.0018590524618864307,0.4671531257732114,0.008117560120094083,1.3991377353668213,0.41782418886820477
"{'classifier': 'RandomForestClassifier', 'classifier__max_depth': 20, 'classifier__min_samples_leaf': 3, 'classifier__min_samples_split': 5, 'classifier__n_estimators': 100, 'vectorizer': 'CountVectorizer', 'vectorizer__stop_words': 'None'}",0.7389271579301601,0.0037512402017038033,0.7532182913285551,0.0018590524618864307,0.4671531257732114,0.008117560120094083,1.3975598017374675,0.5347301165262858
"{'classifier': 'RandomForestClassifier', 'classifier__max_depth': 20, 'classifier__min_samples_leaf': 3, 'classifier__min_samples_split': 2, 'classifier__n_estimators': 150, 'vectorizer': 'TfidfVectorizer', 'vectorizer__max_df': 0.5, 'vectorizer__min_df': 5, 'vectorizer__stop_words': 'None'}",0.731785158294791,0.0016893747662365536,0.7493801296460937,0.0033416430865458708,0.45207365634890745,0.003535840023771115,1.5544648170471191,1.0994503498077393
"{'classifier': 'RandomForestClassifier', 'classifier__max_depth': 20, 'classifier__min_samples_leaf': 3, 'classifier__min_samples_split': 5, 'classifier__n_estimators': 150, 'vectorizer': 'TfidfVectorizer', 'vectorizer__max_df': 0.5, 'vectorizer__min_df': 5, 'vectorizer__stop_words': 'None'}",0.731785158294791,0.0016893747662365536,0.7493801296460937,0.0033416430865458708,0.45207365634890745,0.003535840023771115,1.2907919883728027,3.1031121412913003
"{'classifier': 'RandomForestClassifier', 'classifier__max_depth': 20, 'classifier__min_samples_leaf': 3, 'classifier__min_samples_split': 5, 'classifier__n_estimators': 100, 'vectorizer': 'TfidfVectorizer', 'vectorizer__max_df': 0.5, 'vectorizer__min_df': 5, 'vectorizer__stop_words': 'None'}",0.7289788818691004,0.0009657909696992337,0.7466480874759852,0.0030986973412628293,0.44623202078257274,0.0019470229387104933,1.981577475865682,0.5319577058156332
"{'classifier': 'RandomForestClassifier', 'classifier__max_depth': 20, 'classifier__min_samples_leaf': 3, 'classifier__min_samples_split': 2, 'classifier__n_estimators': 100, 'vectorizer': 'TfidfVectorizer', 'vectorizer__max_df': 0.5, 'vectorizer__min_df': 5, 'vectorizer__stop_words': 'None'}",0.7289788818691004,0.0009657909696992337,0.7466480874759852,0.0030986973412628293,0.44623202078257274,0.0019470229387104933,2.191378434499105,0.48381813367207843
"{'classifier': 'RandomForestClassifier', 'classifier__max_depth': 20, 'classifier__min_samples_leaf': 1, 'classifier__min_samples_split': 5, 'classifier__n_estimators': 150, 'vectorizer': 'CountVectorizer', 'vectorizer__stop_words': 'english'}",0.714620827418334,0.0019908877130914745,0.7305973722792456,0.004008141545020959,0.4838469334836792,0.0034953507778996457,1.9594744841257732,0.5783219337463379
"{'classifier': 'RandomForestClassifier', 'classifier__max_depth': 20, 'classifier__min_samples_leaf': 1, 'classifier__min_samples_split': 2, 'classifier__n_estimators': 150, 'vectorizer': 'CountVectorizer', 'vectorizer__stop_words': 'english'}",0.7145168867960812,0.0016487583236431355,0.7324608023554905,0.004400257832832435,0.48365498244151733,0.0007727799736070109,5.004242340723674,1.1603004932403564
"{'classifier': 'RandomForestClassifier', 'classifier__max_depth': 20, 'classifier__min_samples_leaf': 1, 'classifier__min_samples_split': 2, 'classifier__n_estimators': 150, 'vectorizer': 'TfidfVectorizer', 'vectorizer__max_df': 0.5, 'vectorizer__min_df': 5, 'vectorizer__stop_words': 'english'}",0.7063059433933282,0.002436500486217174,0.7281919875497844,0.0031777367840694183,0.47137352039183994,0.004410660543964622,3.445983091990153,0.8651038805643717
"{'classifier': 'RandomForestClassifier', 'classifier__max_depth': 20, 'classifier__min_samples_leaf': 1, 'classifier__min_samples_split': 5, 'classifier__n_estimators': 150, 'vectorizer': 'TfidfVectorizer', 'vectorizer__max_df': 0.5, 'vectorizer__min_df': 5, 'vectorizer__stop_words': 'english'}",0.705073552018577,0.0025819613371398107,0.7266774934083267,0.003560137120664078,0.46914610107792054,0.0041507947687289305,1.947270393371582,0.9088541666666666
"{'classifier': 'RandomForestClassifier', 'classifier__max_depth': 20, 'classifier__min_samples_leaf': 1, 'classifier__min_samples_split': 2, 'classifier__n_estimators': 100, 'vectorizer': 'CountVectorizer', 'vectorizer__stop_words': 'english'}",0.7047617665289199,0.0013360820860487742,0.7216365734704434,0.002788103288665633,0.46963453745729034,0.0033190698453233894,3.384329636891683,1.5819366772969563
"{'classifier': 'RandomForestClassifier', 'classifier__max_depth': 20, 'classifier__min_samples_leaf': 1, 'classifier__min_samples_split': 5, 'classifier__n_estimators': 100, 'vectorizer': 'CountVectorizer', 'vectorizer__stop_words': 'english'}",0.7034105860605661,0.001576625179448002,0.7195355790964172,0.0027800469176144193,0.4670956268739537,0.003355990899398689,1.5445558230082195,1.044856309890747
"{'classifier': 'RandomForestClassifier', 'classifier__max_depth': 20, 'classifier__min_samples_leaf': 3, 'classifier__min_samples_split': 5, 'classifier__n_estimators': 150, 'vectorizer': 'CountVectorizer', 'vectorizer__stop_words': 'english'}",0.7003073150746079,0.0021333987012014397,0.7107381435654153,0.004787109532735125,0.45369673878140276,0.0027893106550488504,1.2700752417246501,0.9537243048350016
"{'classifier': 'RandomForestClassifier', 'classifier__max_depth': 20, 'classifier__min_samples_leaf': 3, 'classifier__min_samples_split': 2, 'classifier__n_estimators': 150, 'vectorizer': 'CountVectorizer', 'vectorizer__stop_words': 'english'}",0.7003073150746079,0.0021333987012014397,0.7107381435654153,0.004787109532735125,0.45369673878140276,0.0027893106550488504,1.5105609893798828,0.5084213415781657
"{'classifier': 'RandomForestClassifier', 'classifier__max_depth': 20, 'classifier__min_samples_leaf': 1, 'classifier__min_samples_split': 2, 'classifier__n_estimators': 100, 'vectorizer': 'TfidfVectorizer', 'vectorizer__max_df': 0.5, 'vectorizer__min_df': 5, 'vectorizer__stop_words': 'english'}",0.696966501617144,0.0030714847132817793,0.7189490914302038,0.003493091483435572,0.45729798614770895,0.00578798221788556,3.094503402709961,1.6119611263275146
"{'classifier': 'RandomForestClassifier', 'classifier__max_depth': 20, 'classifier__min_samples_leaf': 1, 'classifier__min_samples_split': 5, 'classifier__n_estimators': 100, 'vectorizer': 'TfidfVectorizer', 'vectorizer__max_df': 0.5, 'vectorizer__min_df': 5, 'vectorizer__stop_words': 'english'}",0.6966398464912782,0.002689820136745042,0.7176276174952964,0.0035580805868548632,0.45663555045208254,0.004574707936883115,1.8343229293823242,0.6700213750203451
"{'classifier': 'RandomForestClassifier', 'classifier__max_depth': 20, 'classifier__min_samples_leaf': 3, 'classifier__min_samples_split': 2, 'classifier__n_estimators': 150, 'vectorizer': 'TfidfVectorizer', 'vectorizer__max_df': 0.5, 'vectorizer__min_df': 5, 'vectorizer__stop_words': 'english'}",0.6932545306108843,0.0020652547218000827,0.7080951796569627,0.003198798660708986,0.4436979944368959,0.0038016584692785074,1.3820867538452148,1.173676570256551
"{'classifier': 'RandomForestClassifier', 'classifier__max_depth': 20, 'classifier__min_samples_leaf': 3, 'classifier__min_samples_split': 5, 'classifier__n_estimators': 150, 'vectorizer': 'TfidfVectorizer', 'vectorizer__max_df': 0.5, 'vectorizer__min_df': 5, 'vectorizer__stop_words': 'english'}",0.6932545306108843,0.0020652547218000827,0.7080951796569627,0.003198798660708986,0.4436979944368959,0.0038016584692785074,1.3888520399729412,3.0797336101531982
"{'classifier': 'RandomForestClassifier', 'classifier__max_depth': 20, 'classifier__min_samples_leaf': 3, 'classifier__min_samples_split': 2, 'classifier__n_estimators': 100, 'vectorizer': 'CountVectorizer', 'vectorizer__stop_words': 'english'}",0.6899582804253197,0.0014275748795794317,0.7008047874109197,0.0024003137862964835,0.43838376322771405,0.0033299164993731917,1.2342607975006104,0.5030568440755209
"{'classifier': 'RandomForestClassifier', 'classifier__max_depth': 20, 'classifier__min_samples_leaf': 3, 'classifier__min_samples_split': 5, 'classifier__n_estimators': 100, 'vectorizer': 'CountVectorizer', 'vectorizer__stop_words': 'english'}",0.6899582804253197,0.0014275748795794317,0.7008047874109197,0.0024003137862964835,0.43838376322771405,0.0033299164993731917,1.0990180969238281,0.3757593631744385
"{'classifier': 'RandomForestClassifier', 'classifier__max_depth': 20, 'classifier__min_samples_leaf': 3, 'classifier__min_samples_split': 5, 'classifier__n_estimators': 100, 'vectorizer': 'TfidfVectorizer', 'vectorizer__max_df': 0.5, 'vectorizer__min_df': 5, 'vectorizer__stop_words': 'english'}",0.6866471401000892,0.0025760229493034096,0.7011834169814414,0.0027869818071664726,0.4345282724262382,0.005607673251170067,1.9550747871398926,0.5086317857106527
"{'classifier': 'RandomForestClassifier', 'classifier__max_depth': 20, 'classifier__min_samples_leaf': 3, 'classifier__min_samples_split': 2, 'classifier__n_estimators': 100, 'vectorizer': 'TfidfVectorizer', 'vectorizer__max_df': 0.5, 'vectorizer__min_df': 5, 'vectorizer__stop_words': 'english'}",0.6866471401000892,0.0025760229493034096,0.7011834169814414,0.0027869818071664726,0.4345282724262382,0.005607673251170067,1.9048481782277424,0.5335775216420492
